Password,Rule,Length,Strength
D0nA|;,54,6,66.96375011441376
@Q,54,2,45.250109377001955
<,54,1,35.07545862818765
777-7777xL,54,10,78.27291685735625
4P,54,2,40.256861504250196
!7n,54,3,50.886441668658875
A;=;=;=g=;5,54,11,81.10020854309187
7EgE7E7_7,54,9,75.44562517162062
;aLaaa2a,54,8,72.61833348588499
a_aaaaa5aaaaaJaaa,54,17,96.50145865750562
=d=;=;5;=D=,54,11,81.10020854309187
aaa.Raa3aaaa,54,12,83.9275002288275
",c6f",54,4,53.61637915371746
6;=;=;=;=aW,54,11,81.10020854309187
@@@@@@@@4@l@@@@,54,15,83.64569148936181
)SSS0,54,5,56.34631663877603
aaaaXaaa-aa0aaaaaaa,54,19,99.03104202897687
=kvkv5vkvkvkvkHkv,54,17,96.50145865750562
Zkvkvkvk5kvkvkvk?k,54,18,97.76625034324124
=;=;=;D;=6=,54,11,72.7259415491275
<Q<Q<w<Q<Q2Q<Q,54,14,89.58208360029874
{OOOeO,54,6,63.9532543002251
@@@@q4@@@@P@@@@,54,15,92.40937528603436
aa[aaaaaaaaaIa2aaa,54,18,97.76625034324124
%Y%k9,54,5,64.13645842867813
SS2S_,54,5,56.34631663877603
FFFFFFF3.FFFFFFFFFF,54,19,89.87794142959612
>oE,54,3,55.57213276809008
s/FFFFF2FFFFFFFFF,54,17,96.50145865750562
3Kg;;;;;;;;;,54,12,83.9275002288275
kv8vkv>vkvkvkvTvkv,54,18,97.76625034324124
FFF9FFFFFFF=FFoFFF,54,18,97.76625034324124
=a0aaaZaa,54,9,75.44562517162062
aaaaa8Saaaaaaaa(,54,16,95.23666697176999
@EyEE2EE,54,8,72.61833348588499
O8,54,2,40.256861504250196
bJ]]]]]]0]]],54,12,83.9275002288275
FF5FFFFFfFFFFFFF]FF,54,19,99.03104202897687
hhh@4hh,54,7,61.80619160889319
SStS<SSSS1,54,10,78.27291685735625
$E7E7E7Ez,54,9,75.44562517162062
E7%7E7E7E,54,9,67.26606657901034
=x=======5,54,10,69.99600406406893
aa|,54,3,47.931343840783825
<<G3<<<<<<g<,54,12,83.9275002288275
FFFFF8FFFFzFFFF#FF,54,18,97.76625034324124
v)vkvkvk8kvkvkvkL,54,17,96.50145865750562
aaaQa4aa-aa,54,11,81.10020854309187
]]]N]]]]6]]i,54,12,83.9275002288275
7777<7777B,54,10,69.99600406406893
vkvkvk?kvkvGvkvkv7,54,18,97.76625034324124
>FFFFF4FFFFFFFFFm,54,17,96.50145865750562
1y,54,2,40.256861504250196
"kZkvkv,8kvkvkvkvkvk",54,19,99.03104202897687
.Vh3,54,4,61.309166742942494
<dE,54,3,55.57213276809008
aaaaaaa9aaaQaa+aa,54,17,96.50145865750562
@7@L@@@s@@@@@@@@,54,16,95.23666697176999
7%7E7EaE7,54,9,75.44562517162062
3J*h,54,4,61.309166742942494
]5]]]]]B]]]i,54,12,83.9275002288275
Q<Q<Q<Q<Q6Q<Q,54,13,78.18581651924465
Vv/vvvvvvvvv5vvv,54,16,95.23666697176999
"Od2,OO",54,6,66.96375011441376
E7E7E7Ek-,54,9,75.44562517162062
##p#5#E,54,7,69.79104180014937
Op9OO/,54,6,66.96375011441376
}f4c,54,4,53.61637915371746
V|,54,2,45.250109377001955
1{a,54,3,50.886441668658875
"E7E,i7E7E",54,9,75.44562517162062
QQQQQQQQQQ3b}QQ,54,15,92.40937528603436
kvkvk>kvkvkvkvk9kEk,54,19,99.03104202897687
a{aaaNaaa0aa,54,12,83.9275002288275
|,54,1,35.07545862818765
bL{bb8bb,54,8,72.61833348588499
<<8J<<t<<<<<,54,12,83.9275002288275
>c1f,54,4,53.61637915371746
&2a,54,3,50.886441668658875
9)ff,54,4,53.61637915371746
vvvvvvv)Cvvvvvv,54,15,89.09661889663016
MMMMMM;MMMMMM9,54,14,80.91575400430324
====H===6f,54,10,78.27291685735625
aaO0aaaa$a,54,10,78.27291685735625
aaaHaa0aaaaaaa<aaaa,54,19,99.03104202897687
OO:vO3,54,6,66.96375011441376
aSa9aaa_a,54,9,75.44562517162062
aaaaaa3aH|aa,54,12,83.9275002288275
a6aBaaaa(,54,9,75.44562517162062
La=a,54,4,58.365839945468416
QQQuQQQQQ.QQQQ9,54,15,92.40937528603436
kvk|kvkv7vkvUvkvk,54,17,96.50145865750562
=;=;=;b;6;=,54,11,72.7259415491275
Ohh<,54,4,58.365839945468416
kvkv_vkZkvkvkvk7kvk,54,19,99.03104202897687
],54,1,35.07545862818765
kvEvkv?vkvkv3vkvkvk,54,19,99.03104202897687
FFFFFFFFFF$FFfFFF8F,54,19,99.03104202897687
xE),54,3,55.57213276809008
EEc{EEE9,54,8,72.61833348588499
=D===k=3==,54,10,78.27291685735625
