Password,Rule,Length,Strength
B2CxOs]YlJ8LPz6O,30,16,95.23666697176999
RHrERvW2M77GjBb?,30,16,95.23666697176999
@omkg9NrjImSGEDM,30,16,95.23666697176999
Qh!9H@!m4L2qfYOu,30,16,95.23666697176999
QmL7gp2FgX!K3y1w,30,16,95.23666697176999
;HNptWib0DW6cP2C,30,16,95.23666697176999
i3ihpuYSbht7bFo[,30,16,95.23666697176999
4OZ.e02cNqPZj4Tq,30,16,95.23666697176999
b2WreqY7FEq!moRK,30,16,95.23666697176999
n1auEIhs7a3&30KX,30,16,95.23666697176999
kwWT3H@E0MkTACcj,30,16,95.23666697176999
jJNc(kKXMa6EVTeP,30,16,95.23666697176999
eq2xytO78Q8DCZ!J,30,16,95.23666697176999
e@OPrxBryzv9DKVe,30,16,95.23666697176999
8UmW6GHf!fF1D2q2,30,16,95.23666697176999
n9n&4HcT83CvRIdc,30,16,95.23666697176999
t2oFiUk+1JZE23kY,30,16,95.23666697176999
@fJWTHjULRo3EtVq,30,16,95.23666697176999
LS0XtJ^kaPxIw4NR,30,16,95.23666697176999
6sDpoxJ?13cdIA9o,30,16,95.23666697176999
qq3RaW@enqtSgHDL,30,16,95.23666697176999
iOVU05X8oWpo6F!K,30,16,95.23666697176999
lgtFqT2sR&aF1RXL,30,16,95.23666697176999
@RIVEX1XPrEGJfz@,30,16,95.23666697176999
IoEs8eeBxin%PcjB,30,16,95.23666697176999
ZtDiMm5k=r4PhbTd,30,16,95.23666697176999
eUl{8jPLDKSYJQVI,30,16,95.23666697176999
mP7EB3Ffia^xg014,30,16,95.23666697176999
zQGwtKlTIBoUp{3R,30,16,95.23666697176999
i13c2h7cO(T0S09P,30,16,95.23666697176999
36gTs9SX0O4@hiOK,30,16,95.23666697176999
V8frCUV3mt=AC171,30,16,95.23666697176999
r5e%WFY9swDLgYsy,30,16,95.23666697176999
i}uZvzbkm9PTpxVP,30,16,95.23666697176999
mNnz8XNonnG1Bag^,30,16,95.23666697176999
n}tgAVsFxmdTGNK3,30,16,95.23666697176999
jIg8GY7So.alPP56,30,16,95.23666697176999
Ts6cR2KKmOSJyoe@,30,16,95.23666697176999
5urHleW46!bkCUks,30,16,95.23666697176999
fNDW]qWglVukGkh7,30,16,95.23666697176999
wnL5164anom6Fq_r,30,16,95.23666697176999
ZMG2fb9NBy&JV0qu,30,16,95.23666697176999
29J!elGT3z@w7nTJ,30,16,95.23666697176999
{tpprVcGtkGe1xvt,30,16,95.23666697176999
PXT[Q70q6C8bAWnd,30,16,95.23666697176999
0=hhdaiI0BnkyG9R,30,16,95.23666697176999
1H1sZykcbIMdoeq!,30,16,95.23666697176999
H9CVzMbWZ!MK@p6y,30,16,95.23666697176999
4g2-zpdUJI7ZoqPM,30,16,95.23666697176999
8wD}SizLRzuEdwFt,30,16,95.23666697176999
Z@ufkNQhT8eYI21A,30,16,95.23666697176999
fYLzsFYLYu?8gmNB,30,16,95.23666697176999
b5iY5gSC8RK!Vjjl,30,16,95.23666697176999
DQ!sQ2VDATYVrV@!,30,16,95.23666697176999
hmyd77vbZEjb7!e4,30,16,95.23666697176999
@iK1oFaL4cg8v3gO,30,16,95.23666697176999
sQN|wopLL6udgml6,30,16,95.23666697176999
eArKx=GBqhZmg8yQ,30,16,95.23666697176999
1y4HaVG5xcVNr!LL,30,16,95.23666697176999
BLXnnBUIhkG&Iza1,30,16,95.23666697176999
fwU4nLKqNKc(PCkV,30,16,95.23666697176999
bi1I62f6dewll.bU,30,16,95.23666697176999
qD4cw4LgQ3TJ!cfo,30,16,95.23666697176999
3lY@TBzBp4jz@arV,30,16,95.23666697176999
1vWcZ:cEhC5KQfkv,30,16,95.23666697176999
aqfqkcqB|1fMBFq3,30,16,95.23666697176999
gicx7I3TXhGWP@g7,30,16,95.23666697176999
@cf8@rW@00WYSA1a,30,16,95.23666697176999
9c6o2%XL9wSxvNYO,30,16,95.23666697176999
f4pR=AAKUZUn0XoR,30,16,95.23666697176999
uto&UP4TdJ8k2yRw,30,16,95.23666697176999
uOT6tzRUgnuX@ZCU,30,16,95.23666697176999
mokRl0oS-ZBZaJ78,30,16,95.23666697176999
bWSDhK6Wvq-fhODI,30,16,95.23666697176999
2O_JOQvkiXIDqaRl,30,16,95.23666697176999
Qdf8Yzz0NTg@ngxy,30,16,95.23666697176999
Rl>456CBPlUgpAPM,30,16,95.23666697176999
QgCoFhiJ9BoVXve@,30,16,95.23666697176999
Z8O!aMbh@Cnq3V41,30,16,95.23666697176999
BUNnlH(bXOL5UGtI,30,16,95.23666697176999
Y8dKrDO@UYRmfhcK,30,16,95.23666697176999
JeaMcIuX]IMTL1CT,30,16,95.23666697176999
y2jBRqxxxEMih%eq,30,16,95.23666697176999
8UaKkut.cf419V2V,30,16,95.23666697176999
lI@Wc!NIC8P9ixDb,30,16,95.23666697176999
U(AgTA0k5whxbvd7,30,16,95.23666697176999
onCxRoCs<Y9GcyUV,30,16,95.23666697176999
