Password,Rule,Length,Strength
oDBwraaaaaaaaaaiw,54,17,83.53398282467406
@@@@@@@@@@@@@@@@,54,16,72.4432931071822
@@@@@@@@@@@@@@@@,54,16,72.4432931071822
GGGGGGG,54,7,49.667253213662875
]]]]]]]]]]]],54,12,62.47853724611698
]]]]]]]]]]]],54,12,62.47853724611698
aaaaaaaaaaaaa,54,13,39.550581008359465
aaaaaaaaaaaaaaaaaa,54,18,73.82835417060663
Q<Q<Q<Q<Q<Q<Q<,54,14,77.42492294238446
Q<Q<Q<Q<Q<Q<Q,54,13,74.74368847860256
%%%%%%%%%%%,54,11,59.987348280850675
aa,54,2,37.26448005141572
Q<Q<Q<Q<Q<Q<Q,54,13,74.74368847860256
<Q<Q<Q<Q<Q<Q<,54,13,74.74368847860256
;=;=;=;=;=;,54,11,59.987348280850675
;;;;;;;;;;;;,54,12,62.47853724611698
aaaaaaaaaaaaaaaaaa,54,18,73.82835417060663
aaaaaaaaaaaaaa,54,14,42.0311356408089
kvkvkvkvkvkvkvkvkv,54,18,73.82835417060663
QQ,54,2,37.26448005141572
=;=;=;=;=;=,54,11,59.987348280850675
aaaaaaaaaaaaa,54,13,39.550581008359465
@@@@@@@@@@@@@@@@,54,16,72.4432931071822
aa,54,2,37.26448005141572
QQQQQQQQQQQQQQQ,54,15,69.51169027325832
vkvkvkvkvkvkvkvkvkv,54,19,74.74640880305606
;;;;;;;;;;;;,54,12,62.47853724611698
wwwww,54,5,19.706143948764012
EEEEEEEE,54,8,52.147807846112315
@@@@@@@@@@@@@@@,54,15,69.9521041419159
aaaaaaaaaaa,54,11,34.58947174346061
aaaaaaaaaaaaaaaaaaa,54,19,74.74640880305606
;;;;;;;;;;;;,54,12,62.47853724611698
aaaaaaaaaaaaaaaa,54,16,46.992244905707764
QQQQQQQQQQQQQQQQ,54,16,71.99224490570776
aaaaaaaaaaaaaaaaaaa,54,19,74.74640880305606
88888888,54,8,20.499501412306447
kvkvkvkvkvkvkvkvkv,54,18,73.82835417060663
QQ,54,2,37.26448005141572
QQQQQQQQQQQQQQQ,54,15,69.51169027325832
hhhh,54,4,17.225589316314583
aaaaaaaaaaaaaaaaaa,54,18,73.82835417060663
MMMMMMMMMMMMM,54,13,64.55058100835947
aaa,54,3,14.74503468386515
8,54,1,30.02030284507763
aaaaaaaa,54,8,27.14780784611231
E,54,1,34.783925418966284
vkvkvkvkvkvkvkvkvkv,54,19,74.74640880305606
<Q<Q<Q<Q<Q<Q<Q,54,14,77.42492294238446
FFFFFFFFFFFFFFFFFFF,54,19,74.74640880305606
MMMMMMMMMMMMMM,54,14,67.0311356408089
vkvkvkvkvkvkvkvkv,54,17,72.9102995381572
hhhh,54,4,17.225589316314583
#######,54,7,50.02259241978547
bbbbbbbb,54,8,27.14780784611231
%%%%%,54,5,45.04021448925286
GGGGGGG,54,7,49.667253213662875
aaaaaaaaaaaaaaaa,54,16,46.992244905707764
<Q<Q<Q<Q<Q<Q<,54,13,74.74368847860256
fcff,54,4,42.22558931631458
aaaaaaaaa,54,9,29.628362478561744
<Q<Q<Q<Q<Q<Q<,54,13,74.74368847860256
FFFFFFFFFFFFFFFFFF,54,18,73.82835417060663
<Q<Q<Q<Q<Q<Q<Q,54,14,77.42492294238446
kvkvkvkvkvkvkvkvk,54,17,72.9102995381572
QQQQQQQQQQQQQQQ,54,15,69.51169027325832
vkvkvkvkvkvkvkvkvkv,54,19,74.74640880305606
kvkvkvkvkvkvkvkvkv,54,18,73.82835417060663
88888888,54,8,20.499501412306447
aaaaaaaaaaaaaaaaa,54,17,72.9102995381572
;=;=;=;=;=;,54,11,59.987348280850675
GGGGGGG,54,7,49.667253213662875
%%%%%,54,5,45.04021448925286
MMMMMMMMMMMMM,54,13,64.55058100835947
aaaaa,54,5,19.706143948764012
aaaaaaaaaaa,54,11,34.58947174346061
7E7,54,3,42.8291124810944
kvkvkvkvkvkvkvkvkvk,54,19,74.74640880305606
7E7,54,3,42.8291124810944
SSSSSSSSSS,54,10,32.10891711101117
QQ,54,2,37.26448005141572
;;;;;;;;;;;;,54,12,62.47853724611698
8,54,1,30.02030284507763
aaaaaaaaaaaa,54,12,37.07002637591004
aaaaaaaaaaaaa,54,13,39.550581008359465
aaaaaaaaaaaaaa,54,14,42.0311356408089
E7E7E7E7E,54,9,58.26261834215961
aaa,54,3,14.74503468386515
FFFFFF,54,6,22.186698581213445
vvvvvvvvvvvvvvvv,54,16,71.99224490570776
bbbbbbbb,54,8,27.14780784611231
7E7E7E7E7,54,9,58.26261834215961
<<<<<<<<<<<<,54,12,62.47853724611698
MMMMMMMMMMMMM,54,13,64.55058100835947
=;=;=;=;=;=,54,11,59.987348280850675
vkvkvkvkvkvkvkvkvk,54,18,73.82835417060663
aa,54,2,37.26448005141572
kvkvkvkvkvkvkvkvkv,54,18,73.82835417060663
QQQQQQQQQQQQQQQ,54,15,69.51169027325832
<Q<Q<Q<Q<Q<Q<Q,54,14,77.42492294238446
FFFFFFFFFFFFFFFFF,54,17,72.9102995381572
Q<Q<Q<Q<Q<Q<Q<,54,14,77.42492294238446
aaa,54,3,14.74503468386515
;=;=;=;=;=;,54,11,59.987348280850675
aaaaaaaaa,54,9,29.628362478561744
b,54,1,34.783925418966284
Q<Q<Q<Q<Q<Q<Q,54,13,74.74368847860256
aaaaaaaaaaaaaaa,54,15,44.51169027325833
vvvvvvvvvvvvvvv,54,15,69.51169027325832
<Q<Q<Q<Q<Q<Q<,54,13,74.74368847860256
E7E7E7E7E,54,9,58.26261834215961
<Q<Q<Q<Q<Q<Q<Q,54,14,77.42492294238446
<Q<Q<Q<Q<Q<Q<,54,13,74.74368847860256
aaaaaaaaa,54,9,29.628362478561744
aaaaaaaaaaaaaaaaa,54,17,72.9102995381572
E7E7E7E7E,54,9,58.26261834215961
QQQQQQQQQQQQQQQ,54,15,69.51169027325832
||||||,54,6,47.531403454519165
QQ,54,2,37.26448005141572
cfcc,54,4,42.22558931631458
<<<<<<<<<<<<,54,12,62.47853724611698
aaaaaaaaaaaaaaaa,54,16,46.992244905707764
aaaaaaaaaaaaaaaaaaa,54,19,74.74640880305606
aaaaaaa,54,7,24.667253213662878
@@@@@@@@@@@@@@@,54,15,69.9521041419159
vkvkvkvkvkvkvkvkvk,54,18,73.82835417060663
Q<Q<Q<Q<Q<Q<Q,54,13,74.74368847860256
EEEEEEEE,54,8,52.147807846112315
aaaa,54,4,17.225589316314583
SSSSS,54,5,19.706143948764012
aaaaaaaaaaaaa,54,13,39.550581008359465
QQ,54,2,37.26448005141572
EEEEEEEE,54,8,52.147807846112315
Q<Q<Q<Q<Q<Q<Q<,54,14,77.42492294238446
kvkvkvkvkvkvkvkvkvk,54,19,74.74640880305606
aaaaaaa,54,7,24.667253213662878
E7E,54,3,42.8291124810944
aaaaaaaaaaaaaaa,54,15,44.51169027325833
FFFFFFFFFFFFFFFFFF,54,18,73.82835417060663
aaaaaaaaa,54,9,29.628362478561744
aaaaaa,54,6,22.186698581213445
==========,54,10,57.49615931558437
aaaaaaaa,54,8,27.14780784611231
hhhh,54,4,17.225589316314583
aaaaaaaaa,54,9,29.628362478561744
vkvkvkvkvkvkvkvkvkv,54,19,74.74640880305606
8,54,1,30.02030284507763
OOOOOO,54,6,22.186698581213445
kvkvkvkvkvkvkvkvkvk,54,19,74.74640880305606
FFFFFFFFFFFFFFFFFFF,54,19,74.74640880305606
E7E,54,3,42.8291124810944
aaaaaaaaaaaaaaa,54,15,44.51169027325833
aaa,54,3,14.74503468386515
vvvvvvvvvvvvvvvv,54,16,71.99224490570776
<<<<<<<<<<<<,54,12,62.47853724611698
Q<Q<Q<Q<Q<Q<Q<,54,14,77.42492294238446
FFFFFF,54,6,22.186698581213445
bbbbbbbb,54,8,27.14780784611231
hhhhhhh,54,7,24.667253213662878
wwwww,54,5,19.706143948764012
a,54,1,34.783925418966284
aaaaaaaaa,54,9,29.628362478561744
SSSSSSSSSS,54,10,32.10891711101117
hhhh,54,4,17.225589316314583
EEEEEEEE,54,8,52.147807846112315
fcff,54,4,42.22558931631458
kvkvkvkvkvkvkvkvkvk,54,19,74.74640880305606
